Calendar year,State/Territory,School Sector,Sex/Gender,Geolocation,Indigenous Status,Disaggregation,School Year Level,Attendance Rate,Attendance Level
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Secondary Ungraded,93,76.9
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-10,93.8,82.1
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-6,94.1,83
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Years 7-10,93.4,81.1
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 1,93.8,81.4
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 2,94,82.5
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 3,94.2,83.6
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 4,94.1,83.2
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 5,94.3,84.1
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 6,94,82.8
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 7,94.6,85.9
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 8,93.4,80.8
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 9,93,79
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 10,92.7,78.2
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Primary Ungraded,95.6,91.5
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Secondary Ungraded,89.8,68.4
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-10,94,83
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-6,94.3,84
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Years 7-10,93.7,81.9
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 1,93.9,82.1
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 2,94.1,83.4
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 3,94.5,84.5
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 4,94.5,84.8
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 5,94.5,84.6
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 6,94.3,84.2
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 7,94.8,87
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 8,93.7,81.7
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 9,93.1,79.8
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 10,93,79
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Primary Ungraded,93.9,78.5
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Secondary Ungraded,90.9,72.8
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-10,94.2,84.4
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-6,94.6,85.6
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Years 7-10,93.9,82.9
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 1,94.2,83.9
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 2,94.5,85.2
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 3,94.6,85.9
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 4,94.7,86.2
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 5,94.7,86.5
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 6,94.6,85.6
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 7,95.1,87.8
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 8,93.9,82.2
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 9,93.5,81.4
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 10,93.2,80.3
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Primary Ungraded,92.6,70.1
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Secondary Ungraded,70.6,36.8
2015,Victoria,All non-government,All,Remote,All,Remote,Years 1-10,95.8,95.2
2015,Victoria,All non-government,All,Remote,All,Remote,Years 1-6,95.8,95.2
2015,Victoria,All non-government,All,Remote,All,Remote,Year 2,95.1,100
2014,Victoria,All non-government,All,Remote,All,Remote,Years 1-10,95,NA
2014,Victoria,All non-government,All,Remote,All,Remote,Years 1-6,95,NA
2014,Victoria,All non-government,All,Remote,All,Remote,Year 1,95,NA
