Calendar year,State/Territory,School Sector,Sex/Gender,Geolocation,Indigenous Status,Disaggregation,School Year Level,Attendance Rate,Attendance Level
2024,Victoria,Government,Female,Major Cities,All,Females in Major cities,Years 1-6,90,63.3
2024,Victoria,Government,Female,Major Cities,All,Females in Major cities,Years 7-10,84.9,49.1
2024,Victoria,Government,Female,Major Cities,All,Females in Major cities,Year 1,89.9,63.3
2024,Victoria,Government,Female,Major Cities,All,Females in Major cities,Year 2,90.1,64.1
2024,Victoria,Government,Female,Major Cities,All,Females in Major cities,Year 3,90.2,64.6
2024,Victoria,Government,Female,Major Cities,All,Females in Major cities,Year 4,90.2,64.2
2024,Victoria,Government,Female,Major Cities,All,Females in Major cities,Year 5,89.8,62.6
2024,Victoria,Government,Female,Major Cities,All,Females in Major cities,Year 6,89.5,60.9
2024,Victoria,Government,Female,Major Cities,All,Females in Major cities,Year 7,88.1,58.1
2024,Victoria,Government,Female,Major Cities,All,Females in Major cities,Year 8,84.4,46
2024,Victoria,Government,Female,Major Cities,All,Females in Major cities,Year 9,83.3,45.3
2024,Victoria,Government,Female,Major Cities,All,Females in Major cities,Year 10,83.9,47.4
2024,Victoria,Government,Female,Major Cities,All,Females in Major cities,Primary Ungraded,82,43.5
2024,Victoria,Government,Female,Major Cities,All,Females in Major cities,Secondary Ungraded,78.6,40
2024,Victoria,Government,Female,Inner Regional,All,Females in Inner regional,Years 1-10,85.8,51.6
2024,Victoria,Government,Female,Inner Regional,All,Females in Inner regional,Years 1-6,89.2,60.1
2024,Victoria,Government,Female,Inner Regional,All,Females in Inner regional,Years 7-10,79.4,35.6
2024,Victoria,Government,Female,Inner Regional,All,Females in Inner regional,Year 1,89.9,62.1
2024,Victoria,Government,Female,Inner Regional,All,Females in Inner regional,Year 2,89.8,63.4
2024,Victoria,Government,Female,Inner Regional,All,Females in Inner regional,Year 3,89.7,62
2024,Victoria,Government,Female,Inner Regional,All,Females in Inner regional,Year 4,89.4,60.2
2024,Victoria,Government,Female,Inner Regional,All,Females in Inner regional,Year 5,88.7,57.6
2024,Victoria,Government,Female,Inner Regional,All,Females in Inner regional,Year 6,87.9,55.5
2024,Victoria,Government,Female,Inner Regional,All,Females in Inner regional,Year 7,83.8,44.7
2024,Victoria,Government,Female,Inner Regional,All,Females in Inner regional,Year 8,79.5,34.4
2024,Victoria,Government,Female,Inner Regional,All,Females in Inner regional,Year 9,77.3,31.2
2024,Victoria,Government,Female,Inner Regional,All,Females in Inner regional,Year 10,77.4,32.6
2024,Victoria,Government,Female,Inner Regional,All,Females in Inner regional,Primary Ungraded,83,47.1
2024,Victoria,Government,Female,Inner Regional,All,Females in Inner regional,Secondary Ungraded,81.2,44.2
2024,Victoria,Government,Female,Outer Regional,All,Females in Outer regional,Years 1-10,85.9,51.9
2024,Victoria,Government,Female,Outer Regional,All,Females in Outer regional,Years 1-6,88.7,58.6
2024,Victoria,Government,Female,Outer Regional,All,Females in Outer regional,Years 7-10,81.7,41.7
2024,Victoria,Government,Female,Outer Regional,All,Females in Outer regional,Year 1,89.7,62
2024,Victoria,Government,Female,Outer Regional,All,Females in Outer regional,Year 2,89.2,60
2024,Victoria,Government,Female,Outer Regional,All,Females in Outer regional,Year 3,88.8,58.4
2024,Victoria,Government,Female,Outer Regional,All,Females in Outer regional,Year 4,89.3,61.1
2024,Victoria,Government,Female,Outer Regional,All,Females in Outer regional,Year 5,87.9,55.4
2024,Victoria,Government,Female,Outer Regional,All,Females in Outer regional,Year 6,87.3,54.9
2024,Victoria,Government,Female,Outer Regional,All,Females in Outer regional,Year 7,85.8,50.6
2024,Victoria,Government,Female,Outer Regional,All,Females in Outer regional,Year 8,81.9,41.4
2024,Victoria,Government,Female,Outer Regional,All,Females in Outer regional,Year 9,78.8,35.2
2024,Victoria,Government,Female,Outer Regional,All,Females in Outer regional,Year 10,80.7,39.9
2024,Victoria,Government,Female,Outer Regional,All,Females in Outer regional,Primary Ungraded,85.8,47.2
2024,Victoria,Government,Female,Outer Regional,All,Females in Outer regional,Secondary Ungraded,81.3,46.7
2024,Victoria,Government,Female,Remote,All,Females in Remote,Years 1-10,88.9,57
2024,Victoria,Government,Female,Remote,All,Females in Remote,Years 1-6,90.2,63.3
2024,Victoria,Government,Female,Remote,All,Females in Remote,Years 7-10,87,48
2024,Victoria,Government,Female,Remote,All,Females in Remote,Year 1,92.5,67.4
2024,Victoria,Government,Female,Remote,All,Females in Remote,Year 2,86.9,39.9
2024,Victoria,Government,Female,Remote,All,Females in Remote,Year 3,90.5,63.6
2024,Victoria,Government,Female,Remote,All,Females in Remote,Year 4,88.7,66.7
2024,Victoria,Government,Female,Remote,All,Females in Remote,Year 5,91.2,70.4
2024,Victoria,Government,Female,Remote,All,Females in Remote,Year 6,92.3,66.7
2024,Victoria,Government,Female,Remote,All,Females in Remote,Year 7,85.6,45.5
2024,Victoria,Government,Female,Remote,All,Females in Remote,Year 8,90,57.1
2024,Victoria,Government,Female,Remote,All,Females in Remote,Year 9,91.4,61.5
2024,Victoria,Government,Female,Remote,All,Females in Remote,Year 10,79.9,25
2024,Victoria,Government,Female,All,Aboriginal and Torres Strait Islander,Female Aboriginal and Torres Strait Islander,Years 1-10,78.7,37.1
2024,Victoria,Government,Female,All,Aboriginal and Torres Strait Islander,Female Aboriginal and Torres Strait Islander,Years 1-6,83.9,44.8
2024,Victoria,Government,Female,All,Aboriginal and Torres Strait Islander,Female Aboriginal and Torres Strait Islander,Years 7-10,69.9,23.4
2024,Victoria,Government,Female,All,Aboriginal and Torres Strait Islander,Female Aboriginal and Torres Strait Islander,Year 1,85.4,46.9
2024,Victoria,Government,Female,All,Aboriginal and Torres Strait Islander,Female Aboriginal and Torres Strait Islander,Year 2,84.3,47
2024,Victoria,Government,Female,All,Aboriginal and Torres Strait Islander,Female Aboriginal and Torres Strait Islander,Year 3,83.8,44.2
2024,Victoria,Government,Female,All,Aboriginal and Torres Strait Islander,Female Aboriginal and Torres Strait Islander,Year 4,84.6,45.8
2024,Victoria,Government,Female,All,Aboriginal and Torres Strait Islander,Female Aboriginal and Torres Strait Islander,Year 5,83.1,43
2024,Victoria,Government,Female,All,Aboriginal and Torres Strait Islander,Female Aboriginal and Torres Strait Islander,Year 6,82,41.6
2024,Victoria,Government,Female,All,Aboriginal and Torres Strait Islander,Female Aboriginal and Torres Strait Islander,Year 7,76.7,27.9
2024,Victoria,Government,Female,All,Aboriginal and Torres Strait Islander,Female Aboriginal and Torres Strait Islander,Year 8,67.9,19.1
2024,Victoria,Government,Female,All,Aboriginal and Torres Strait Islander,Female Aboriginal and Torres Strait Islander,Year 9,68.2,22.8
2024,Victoria,Government,Female,All,Aboriginal and Torres Strait Islander,Female Aboriginal and Torres Strait Islander,Year 10,67,24.1
2024,Victoria,Government,Female,All,Aboriginal and Torres Strait Islander,Female Aboriginal and Torres Strait Islander,Primary Ungraded,82.3,48.6
2024,Victoria,Government,Female,All,Aboriginal and Torres Strait Islander,Female Aboriginal and Torres Strait Islander,Secondary Ungraded,76,40.5
2024,Victoria,Government,Female,All,Non-Indigenous,Female Non-Indigenous,Years 1-10,87.9,57.4
2024,Victoria,Government,Female,All,Non-Indigenous,Female Non-Indigenous,Years 1-6,90,63.1
2024,Victoria,Government,Female,All,Non-Indigenous,Female Non-Indigenous,Years 7-10,84.2,47.2
2024,Victoria,Government,Female,All,Non-Indigenous,Female Non-Indigenous,Year 1,90,63.5
2024,Victoria,Government,Female,All,Non-Indigenous,Female Non-Indigenous,Year 2,90.2,64.3
2024,Victoria,Government,Female,All,Non-Indigenous,Female Non-Indigenous,Year 3,90.3,64.5
2024,Victoria,Government,Female,All,Non-Indigenous,Female Non-Indigenous,Year 4,90.2,63.9
2024,Victoria,Government,Female,All,Non-Indigenous,Female Non-Indigenous,Year 5,89.7,62
2024,Victoria,Government,Female,All,Non-Indigenous,Female Non-Indigenous,Year 6,89.3,60.2
2024,Victoria,Government,Female,All,Non-Indigenous,Female Non-Indigenous,Year 7,87.6,56.4
2024,Victoria,Government,Female,All,Non-Indigenous,Female Non-Indigenous,Year 8,83.9,44.6
2024,Victoria,Government,Female,All,Non-Indigenous,Female Non-Indigenous,Year 9,82.4,43
2024,Victoria,Government,Female,All,Non-Indigenous,Female Non-Indigenous,Year 10,83.1,45
2024,Victoria,Government,Female,All,Non-Indigenous,Female Non-Indigenous,Primary Ungraded,82.3,43.9
2024,Victoria,Government,Female,All,Non-Indigenous,Female Non-Indigenous,Secondary Ungraded,79.6,41.5
2024,Victoria,Government,Female,All,Gap,Female Gap,Years 1-10,9.2,20.2
2024,Victoria,Government,Female,All,Gap,Female Gap,Years 1-6,6.1,18.3
2024,Victoria,Government,Female,All,Gap,Female Gap,Years 7-10,14.4,23.7
2024,Victoria,Government,Female,All,Gap,Female Gap,Year 1,4.7,16.6
2024,Victoria,Government,Female,All,Gap,Female Gap,Year 2,5.9,17.3
2024,Victoria,Government,Female,All,Gap,Female Gap,Year 3,6.5,20.2
2024,Victoria,Government,Female,All,Gap,Female Gap,Year 4,5.6,18.1
2024,Victoria,Government,Female,All,Gap,Female Gap,Year 5,6.6,19
2024,Victoria,Government,Female,All,Gap,Female Gap,Year 6,7.3,18.6
2024,Victoria,Government,Female,All,Gap,Female Gap,Year 7,10.9,28.5
2024,Victoria,Government,Female,All,Gap,Female Gap,Year 8,16,25.5
2024,Victoria,Government,Female,All,Gap,Female Gap,Year 9,14.3,20.2
2024,Victoria,Government,Female,All,Gap,Female Gap,Year 10,16.1,20.9
2024,Victoria,Government,Female,All,Gap,Female Gap,Primary Ungraded,0,-4.7
2024,Victoria,Government,Female,All,Gap,Female Gap,Secondary Ungraded,3.6,0.9
2024,Victoria,Government,Female,All,All,Female,Years 1-10,87.6,56.8
2024,Victoria,Government,Female,All,All,Female,Years 1-6,89.8,62.6
2024,Victoria,Government,Female,All,All,Female,Years 7-10,83.8,46.4
2024,Victoria,Government,Female,All,All,Female,Year 1,89.9,63.1
2024,Victoria,Government,Female,All,All,Female,Year 2,90,63.8
2024,Victoria,Government,Female,All,All,Female,Year 3,90.1,63.9
2024,Victoria,Government,Female,All,All,Female,Year 4,90,63.4
2024,Victoria,Government,Female,All,All,Female,Year 5,89.6,61.5
2024,Victoria,Government,Female,All,All,Female,Year 6,89.1,59.7
2024,Victoria,Government,Female,All,All,Female,Year 7,87.3,55.5
2024,Victoria,Government,Female,All,All,Female,Year 8,83.4,43.8
2024,Victoria,Government,Female,All,All,Female,Year 9,82,42.4
2024,Victoria,Government,Female,All,All,Female,Year 10,82.6,44.4
2024,Victoria,Government,Female,All,All,Female,Primary Ungraded,82.3,44.2
2024,Victoria,Government,Female,All,All,Female,Secondary Ungraded,79.4,41.4
2024,Victoria,Government,All,Major Cities,Aboriginal and Torres Strait Islander,Aboriginal and Torres Strait Islanders in Major cities,Years 1-10,80.1,38.2
2024,Victoria,Government,All,Major Cities,Aboriginal and Torres Strait Islander,Aboriginal and Torres Strait Islanders in Major cities,Years 1-6,84.1,44.1
2024,Victoria,Government,All,Major Cities,Aboriginal and Torres Strait Islander,Aboriginal and Torres Strait Islanders in Major cities,Years 7-10,73.4,27.2
2024,Victoria,Government,All,Major Cities,Aboriginal and Torres Strait Islander,Aboriginal and Torres Strait Islanders in Major cities,Year 1,85,45.8
2024,Victoria,Government,All,Major Cities,Aboriginal and Torres Strait Islander,Aboriginal and Torres Strait Islanders in Major cities,Year 2,85.1,47.3
2024,Victoria,Government,All,Major Cities,Aboriginal and Torres Strait Islander,Aboriginal and Torres Strait Islanders in Major cities,Year 3,83.7,43.4
2024,Victoria,Government,All,Major Cities,Aboriginal and Torres Strait Islander,Aboriginal and Torres Strait Islanders in Major cities,Year 4,85,46.3
2024,Victoria,Government,All,Major Cities,Aboriginal and Torres Strait Islander,Aboriginal and Torres Strait Islanders in Major cities,Year 5,83.2,40.8
2024,Victoria,Government,All,Major Cities,Aboriginal and Torres Strait Islander,Aboriginal and Torres Strait Islanders in Major cities,Year 6,82.3,40.8
2024,Victoria,Government,All,Major Cities,Aboriginal and Torres Strait Islander,Aboriginal and Torres Strait Islanders in Major cities,Year 7,79.5,32.3
2024,Victoria,Government,All,Major Cities,Aboriginal and Torres Strait Islander,Aboriginal and Torres Strait Islanders in Major cities,Year 8,70.8,23.8
2024,Victoria,Government,All,Major Cities,Aboriginal and Torres Strait Islander,Aboriginal and Torres Strait Islanders in Major cities,Year 9,70.5,23.4
2024,Victoria,Government,All,Major Cities,Aboriginal and Torres Strait Islander,Aboriginal and Torres Strait Islanders in Major cities,Year 10,72.4,29.1
2024,Victoria,Government,All,Major Cities,Aboriginal and Torres Strait Islander,Aboriginal and Torres Strait Islanders in Major cities,Primary Ungraded,83,47.5
2024,Victoria,Government,All,Major Cities,Aboriginal and Torres Strait Islander,Aboriginal and Torres Strait Islanders in Major cities,Secondary Ungraded,73.1,36.7
2024,Victoria,Government,All,Major Cities,Non-Indigenous,Non-Indigenous people in Major cities,Years 1-10,88.2,58.1
2024,Victoria,Government,All,Major Cities,Non-Indigenous,Non-Indigenous people in Major cities,Years 1-6,89.9,62.7
2024,Victoria,Government,All,Major Cities,Non-Indigenous,Non-Indigenous people in Major cities,Years 7-10,85.5,50.4
2024,Victoria,Government,All,Major Cities,Non-Indigenous,Non-Indigenous people in Major cities,Year 1,89.8,62.9
2024,Victoria,Government,All,Major Cities,Non-Indigenous,Non-Indigenous people in Major cities,Year 2,90.1,64
2024,Victoria,Government,All,Major Cities,Non-Indigenous,Non-Indigenous people in Major cities,Year 3,90.2,64.2
2024,Victoria,Government,All,Major Cities,Non-Indigenous,Non-Indigenous people in Major cities,Year 4,90.1,63.5
2024,Victoria,Government,All,Major Cities,Non-Indigenous,Non-Indigenous people in Major cities,Year 5,89.6,61.8
2024,Victoria,Government,All,Major Cities,Non-Indigenous,Non-Indigenous people in Major cities,Year 6,89.4,59.8
2024,Victoria,Government,All,Major Cities,Non-Indigenous,Non-Indigenous people in Major cities,Year 7,88.3,58.5
2024,Victoria,Government,All,Major Cities,Non-Indigenous,Non-Indigenous people in Major cities,Year 8,85.1,47.5
2024,Victoria,Government,All,Major Cities,Non-Indigenous,Non-Indigenous people in Major cities,Year 9,84,46.8
2024,Victoria,Government,All,Major Cities,Non-Indigenous,Non-Indigenous people in Major cities,Year 10,84.5,49
2024,Victoria,Government,All,Major Cities,Non-Indigenous,Non-Indigenous people in Major cities,Primary Ungraded,82,40.8
2024,Victoria,Government,All,Major Cities,Non-Indigenous,Non-Indigenous people in Major cities,Secondary Ungraded,79.4,42.7
2024,Victoria,Government,All,Major Cities,Gap,Gap in Major cities,Years 1-10,8.1,19.9
2024,Victoria,Government,All,Major Cities,Gap,Gap in Major cities,Years 1-6,5.8,18.6
2024,Victoria,Government,All,Major Cities,Gap,Gap in Major cities,Years 7-10,12.1,23.2
2024,Victoria,Government,All,Major Cities,Gap,Gap in Major cities,Year 1,4.8,17.1
2024,Victoria,Government,All,Major Cities,Gap,Gap in Major cities,Year 2,5,16.7
2024,Victoria,Government,All,Major Cities,Gap,Gap in Major cities,Year 3,6.5,20.8
2024,Victoria,Government,All,Major Cities,Gap,Gap in Major cities,Year 4,5.1,17.2
2024,Victoria,Government,All,Major Cities,Gap,Gap in Major cities,Year 5,6.5,21
2024,Victoria,Government,All,Major Cities,Gap,Gap in Major cities,Year 6,7,19
2024,Victoria,Government,All,Major Cities,Gap,Gap in Major cities,Year 7,8.8,26.2
2024,Victoria,Government,All,Major Cities,Gap,Gap in Major cities,Year 8,14.3,23.7
2024,Victoria,Government,All,Major Cities,Gap,Gap in Major cities,Year 9,13.5,23.4
2024,Victoria,Government,All,Major Cities,Gap,Gap in Major cities,Year 10,12.2,19.9
2024,Victoria,Government,All,Major Cities,Gap,Gap in Major cities,Primary Ungraded,-0.9,-6.7
2024,Victoria,Government,All,Major Cities,Gap,Gap in Major cities,Secondary Ungraded,6.3,6
2024,Victoria,Government,All,Major Cities,All,Major cities,Years 1-10,88,57.7
2024,Victoria,Government,All,Major Cities,All,Major cities,Years 1-6,89.8,62.4
2024,Victoria,Government,All,Major Cities,All,Major cities,Years 7-10,85.2,50
2024,Victoria,Government,All,Major Cities,All,Major cities,Year 1,89.7,62.6
2024,Victoria,Government,All,Major Cities,All,Major cities,Year 2,90,63.7
2024,Victoria,Government,All,Major Cities,All,Major cities,Year 3,90.1,63.9
2024,Victoria,Government,All,Major Cities,All,Major cities,Year 4,90,63.2
2024,Victoria,Government,All,Major Cities,All,Major cities,Year 5,89.5,61.4
2024,Victoria,Government,All,Major Cities,All,Major cities,Year 6,89.2,59.5
2024,Victoria,Government,All,Major Cities,All,Major cities,Year 7,88.1,58
2024,Victoria,Government,All,Major Cities,All,Major cities,Year 8,84.8,47.1
2024,Victoria,Government,All,Major Cities,All,Major cities,Year 9,83.8,46.4
2024,Victoria,Government,All,Major Cities,All,Major cities,Year 10,84.3,48.7
