Calendar year,State/Territory,School Sector,Sex/Gender,Geolocation,Indigenous Status,Disaggregation,School Year Level,Attendance Rate,Attendance Level
2024,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 9,90.2,64.7
2024,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 10,84.2,44.4
2024,Victoria,All non-government,All,Outer Regional,All,Outer regional,Primary Ungraded,86.4,71.6
2024,Victoria,All non-government,All,Outer Regional,All,Outer regional,Secondary Ungraded,94.8,81.7
2024,Victoria,All non-government,All,All,All,1st Quarter,Years 1-10,79.6,52.2
2024,Victoria,All non-government,All,All,All,2nd Quarter,Years 1-10,88.5,58.7
2024,Victoria,All non-government,All,All,All,3rd Quarter,Years 1-10,89.5,61.1
2024,Victoria,All non-government,All,All,All,4th Quarter,Years 1-10,91.6,69.8
2024,Victoria,All non-government,All,All,All,All,Years 1-10,90.5,66
2024,Victoria,All non-government,All,All,All,All,Years 1-6,91.2,68.1
2024,Victoria,All non-government,All,All,All,All,Years 7-10,89.8,63.6
2024,Victoria,All non-government,All,All,All,All,Year 1,91.1,67.4
2024,Victoria,All non-government,All,All,All,All,Year 2,91.3,68.5
2024,Victoria,All non-government,All,All,All,All,Year 3,91.7,70.2
2024,Victoria,All non-government,All,All,All,All,Year 4,91.4,68.8
2024,Victoria,All non-government,All,All,All,All,Year 5,91.2,67.6
2024,Victoria,All non-government,All,All,All,All,Year 6,90.9,66.2
2024,Victoria,All non-government,All,All,All,All,Year 7,91.7,70.9
2024,Victoria,All non-government,All,All,All,All,Year 8,89.5,61.6
2024,Victoria,All non-government,All,All,All,All,Year 9,89.3,61.6
2024,Victoria,All non-government,All,All,All,All,Year 10,88.4,59.7
2024,Victoria,All non-government,All,All,All,All,Primary Ungraded,91.5,68
2024,Victoria,All non-government,All,All,All,All,Secondary Ungraded,84.7,58.5
2023,Victoria,Government,All,Major Cities,All,Major cities,Years 1-10,89.1,63.6
2023,Victoria,Government,All,Major Cities,All,Major cities,Years 1-6,90.4,67.5
2023,Victoria,Government,All,Major Cities,All,Major cities,Years 7-10,86.9,57.4
2023,Victoria,Government,All,Major Cities,All,Major cities,Year 1,90.1,66.2
2023,Victoria,Government,All,Major Cities,All,Major cities,Year 2,90.5,68
2023,Victoria,Government,All,Major Cities,All,Major cities,Year 3,90.8,69.2
2023,Victoria,Government,All,Major Cities,All,Major cities,Year 4,90.5,68
2023,Victoria,Government,All,Major Cities,All,Major cities,Year 5,90.5,67.6
2023,Victoria,Government,All,Major Cities,All,Major cities,Year 6,90.1,66
2023,Victoria,Government,All,Major Cities,All,Major cities,Year 7,89.5,65.2
2023,Victoria,Government,All,Major Cities,All,Major cities,Year 8,86.7,55.6
2023,Victoria,Government,All,Major Cities,All,Major cities,Year 9,85.8,53.9
2023,Victoria,Government,All,Major Cities,All,Major cities,Year 10,85.8,55.2
2023,Victoria,Government,All,Major Cities,All,Major cities,Primary Ungraded,84.3,48.1
2023,Victoria,Government,All,Major Cities,All,Major cities,Secondary Ungraded,81.6,49
2023,Victoria,Government,All,Inner Regional,All,Inner regional,Years 1-10,86.9,56.6
2023,Victoria,Government,All,Inner Regional,All,Inner regional,Years 1-6,89.7,64.2
2023,Victoria,Government,All,Inner Regional,All,Inner regional,Years 7-10,82.2,43.5
2023,Victoria,Government,All,Inner Regional,All,Inner regional,Year 1,90.1,65.4
2023,Victoria,Government,All,Inner Regional,All,Inner regional,Year 2,90.2,66.2
2023,Victoria,Government,All,Inner Regional,All,Inner regional,Year 3,90.3,66.8
2023,Victoria,Government,All,Inner Regional,All,Inner regional,Year 4,89.7,63.9
2023,Victoria,Government,All,Inner Regional,All,Inner regional,Year 5,89.3,62.7
2023,Victoria,Government,All,Inner Regional,All,Inner regional,Year 6,88.5,60
2023,Victoria,Government,All,Inner Regional,All,Inner regional,Year 7,85.7,51.9
2023,Victoria,Government,All,Inner Regional,All,Inner regional,Year 8,82,41.8
2023,Victoria,Government,All,Inner Regional,All,Inner regional,Year 9,80.3,39.3
2023,Victoria,Government,All,Inner Regional,All,Inner regional,Year 10,80.8,41.4
2023,Victoria,Government,All,Inner Regional,All,Inner regional,Primary Ungraded,84.5,49.3
2023,Victoria,Government,All,Inner Regional,All,Inner regional,Secondary Ungraded,81.6,47.8
2023,Victoria,Government,All,Outer Regional,All,Outer regional,Years 1-10,86.8,57
2023,Victoria,Government,All,Outer Regional,All,Outer regional,Years 1-6,89,62.9
2023,Victoria,Government,All,Outer Regional,All,Outer regional,Years 7-10,84,48.9
2023,Victoria,Government,All,Outer Regional,All,Outer regional,Year 1,89.2,63
2023,Victoria,Government,All,Outer Regional,All,Outer regional,Year 2,89.2,63.7
2023,Victoria,Government,All,Outer Regional,All,Outer regional,Year 3,89.6,64.6
2023,Victoria,Government,All,Outer Regional,All,Outer regional,Year 4,88.9,62.2
2023,Victoria,Government,All,Outer Regional,All,Outer regional,Year 5,88.8,63.1
2023,Victoria,Government,All,Outer Regional,All,Outer regional,Year 6,88.5,60.7
2023,Victoria,Government,All,Outer Regional,All,Outer regional,Year 7,86.9,55.9
2023,Victoria,Government,All,Outer Regional,All,Outer regional,Year 8,83.6,46
2023,Victoria,Government,All,Outer Regional,All,Outer regional,Year 9,83.1,46
2023,Victoria,Government,All,Outer Regional,All,Outer regional,Year 10,82.5,48.1
2023,Victoria,Government,All,Outer Regional,All,Outer regional,Primary Ungraded,82.7,46.8
2023,Victoria,Government,All,Outer Regional,All,Outer regional,Secondary Ungraded,78.7,42.2
2023,Victoria,Government,All,Remote,All,Remote,Years 1-10,88.1,63.3
2023,Victoria,Government,All,Remote,All,Remote,Years 1-6,89.9,70.5
2023,Victoria,Government,All,Remote,All,Remote,Years 7-10,86.1,54.9
2023,Victoria,Government,All,Remote,All,Remote,Year 1,91.6,68.5
2023,Victoria,Government,All,Remote,All,Remote,Year 2,91.4,78.2
2023,Victoria,Government,All,Remote,All,Remote,Year 3,90.2,76.7
2023,Victoria,Government,All,Remote,All,Remote,Year 4,89.9,72.8
2023,Victoria,Government,All,Remote,All,Remote,Year 5,89.4,61
2023,Victoria,Government,All,Remote,All,Remote,Year 6,87.5,63.6
2023,Victoria,Government,All,Remote,All,Remote,Year 7,89.7,66
2023,Victoria,Government,All,Remote,All,Remote,Year 8,88.4,60.7
2023,Victoria,Government,All,Remote,All,Remote,Year 9,79.3,39.4
2023,Victoria,Government,All,Remote,All,Remote,Year 10,86.6,52.4
2023,Victoria,Government,All,All,All,1st Quarter,Years 1-10,84.9,52
2023,Victoria,Government,All,All,All,2nd Quarter,Years 1-10,86.9,56.5
2023,Victoria,Government,All,All,All,3rd Quarter,Years 1-10,88.6,60.8
2023,Victoria,Government,All,All,All,4th Quarter,Years 1-10,91.3,71.6
2023,Victoria,Government,All,All,All,All,Years 1-10,88.6,62.1
2023,Victoria,Government,All,All,All,All,Years 1-6,90.2,66.7
2023,Victoria,Government,All,All,All,All,Years 7-10,85.9,54.5
2023,Victoria,Government,All,All,All,All,Year 1,90.1,65.9
2023,Victoria,Government,All,All,All,All,Year 2,90.4,67.5
2023,Victoria,Government,All,All,All,All,Year 3,90.7,68.6
2023,Victoria,Government,All,All,All,All,Year 4,90.3,67
2023,Victoria,Government,All,All,All,All,Year 5,90.2,66.5
2023,Victoria,Government,All,All,All,All,Year 6,89.7,64.7
2023,Victoria,Government,All,All,All,All,Year 7,88.7,62.4
2023,Victoria,Government,All,All,All,All,Year 8,85.7,52.7
2023,Victoria,Government,All,All,All,All,Year 9,84.6,50.8
2023,Victoria,Government,All,All,All,All,Year 10,84.7,52.4
2023,Victoria,Government,All,All,All,All,Primary Ungraded,84.3,48.3
2023,Victoria,Government,All,All,All,All,Secondary Ungraded,81.4,48.3
2023,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-10,91.1,69.3
2023,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-6,91.7,71.2
2023,Victoria,All non-government,All,Major Cities,All,Major cities,Years 7-10,90.5,67.2
2023,Victoria,All non-government,All,Major Cities,All,Major cities,Year 1,91.1,68.3
2023,Victoria,All non-government,All,Major Cities,All,Major cities,Year 2,91.5,70.3
2023,Victoria,All non-government,All,Major Cities,All,Major cities,Year 3,92,72.2
2023,Victoria,All non-government,All,Major Cities,All,Major cities,Year 4,91.8,71.9
2023,Victoria,All non-government,All,Major Cities,All,Major cities,Year 5,91.9,72.6
2023,Victoria,All non-government,All,Major Cities,All,Major cities,Year 6,91.8,71.8
2023,Victoria,All non-government,All,Major Cities,All,Major cities,Year 7,92.3,74.1
2023,Victoria,All non-government,All,Major Cities,All,Major cities,Year 8,90.6,66.4
2023,Victoria,All non-government,All,Major Cities,All,Major cities,Year 9,89.8,64.6
2023,Victoria,All non-government,All,Major Cities,All,Major cities,Year 10,89.3,63.2
2023,Victoria,All non-government,All,Major Cities,All,Major cities,Primary Ungraded,94,84
2023,Victoria,All non-government,All,Major Cities,All,Major cities,Secondary Ungraded,95.4,88.5
2023,Victoria,All non-government,All,Inner Regional,All,Inner regional,Years 1-10,89.2,60.7
2023,Victoria,All non-government,All,Inner Regional,All,Inner regional,Years 1-6,90.5,64.9
2023,Victoria,All non-government,All,Inner Regional,All,Inner regional,Years 7-10,87.8,55.8
2023,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 1,90.8,66.2
2023,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 2,90.9,66.7
2023,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 3,91,66.5
2023,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 4,90.4,64.1
2023,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 5,90.3,64.8
2023,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 6,89.8,61.1
2023,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 7,90,63.2
2023,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 8,87.9,55.9
2023,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 9,86.8,52.4
2023,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 10,86.4,51.6
2023,Victoria,All non-government,All,Inner Regional,All,Inner regional,Secondary Ungraded,69.7,19.5
2023,Victoria,All non-government,All,Outer Regional,All,Outer regional,Years 1-10,89,59.6
2023,Victoria,All non-government,All,Outer Regional,All,Outer regional,Years 1-6,89.7,61.5
2023,Victoria,All non-government,All,Outer Regional,All,Outer regional,Years 7-10,88.2,56.6
2023,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 1,89.4,63.7
2023,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 2,89.9,62.3
2023,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 3,90.3,62.9
2023,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 4,89.7,60.3
2023,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 5,89.4,60.2
2023,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 6,89.4,59.4
2023,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 7,88.5,55.1
2023,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 8,86.1,47.8
2023,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 9,90.9,68.5
2023,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 10,85.8,49.6
2023,Victoria,All non-government,All,Outer Regional,All,Outer regional,Primary Ungraded,65.1,25
2023,Victoria,All non-government,All,Outer Regional,All,Outer regional,Secondary Ungraded,56.6,36.4
2023,Victoria,All non-government,All,All,All,1st Quarter,Years 1-10,83.1,55.1
2023,Victoria,All non-government,All,All,All,2nd Quarter,Years 1-10,87.9,57
2023,Victoria,All non-government,All,All,All,3rd Quarter,Years 1-10,89.5,61.4
2023,Victoria,All non-government,All,All,All,4th Quarter,Years 1-10,91.8,71.9
2023,Victoria,All non-government,All,All,All,All,Years 1-10,90.7,67.4
2023,Victoria,All non-government,All,All,All,All,Years 1-6,91.4,69.7
2023,Victoria,All non-government,All,All,All,All,Years 7-10,89.9,64.8
2023,Victoria,All non-government,All,All,All,All,Year 1,91,67.8
2023,Victoria,All non-government,All,All,All,All,Year 2,91.4,69.4
2023,Victoria,All non-government,All,All,All,All,Year 3,91.7,70.8
2023,Victoria,All non-government,All,All,All,All,Year 4,91.4,70
2023,Victoria,All non-government,All,All,All,All,Year 5,91.5,70.7
2023,Victoria,All non-government,All,All,All,All,Year 6,91.4,69.4
2023,Victoria,All non-government,All,All,All,All,Year 7,91.8,71.7
2023,Victoria,All non-government,All,All,All,All,Year 8,90,64
2023,Victoria,All non-government,All,All,All,All,Year 9,89.2,62.3
2023,Victoria,All non-government,All,All,All,All,Year 10,88.7,60.8
2023,Victoria,All non-government,All,All,All,All,Primary Ungraded,91.6,79
2023,Victoria,All non-government,All,All,All,All,Secondary Ungraded,79,53.1
2022,Victoria,Government,All,Major Cities,All,Major cities,Years 1-10,87.9,56.4
2022,Victoria,Government,All,Major Cities,All,Major cities,Years 1-6,88.7,58
2022,Victoria,Government,All,Major Cities,All,Major cities,Years 7-10,86.9,54.5
2022,Victoria,Government,All,Major Cities,All,Major cities,Year 1,88.2,55.7
2022,Victoria,Government,All,Major Cities,All,Major cities,Year 2,88.8,58.4
2022,Victoria,Government,All,Major Cities,All,Major cities,Year 3,89,59.3
2022,Victoria,Government,All,Major Cities,All,Major cities,Year 4,88.8,58.6
2022,Victoria,Government,All,Major Cities,All,Major cities,Year 5,88.8,58.5
2022,Victoria,Government,All,Major Cities,All,Major cities,Year 6,88.6,57.3
2022,Victoria,Government,All,Major Cities,All,Major cities,Year 7,88.8,60.6
2022,Victoria,Government,All,Major Cities,All,Major cities,Year 8,86.6,52.1
2022,Victoria,Government,All,Major Cities,All,Major cities,Year 9,85.7,50.9
2022,Victoria,Government,All,Major Cities,All,Major cities,Year 10,86.3,54.5
2022,Victoria,Government,All,Major Cities,All,Major cities,Primary Ungraded,81.8,39.1
2022,Victoria,Government,All,Major Cities,All,Major cities,Secondary Ungraded,80.1,43.6
2022,Victoria,Government,All,Inner Regional,All,Inner regional,Years 1-10,85.6,47.8
2022,Victoria,Government,All,Inner Regional,All,Inner regional,Years 1-6,87.6,52.2
2022,Victoria,Government,All,Inner Regional,All,Inner regional,Years 7-10,82.3,40.2
2022,Victoria,Government,All,Inner Regional,All,Inner regional,Year 1,87.9,51.9
2022,Victoria,Government,All,Inner Regional,All,Inner regional,Year 2,88.1,53.8
2022,Victoria,Government,All,Inner Regional,All,Inner regional,Year 3,88.3,55.1
2022,Victoria,Government,All,Inner Regional,All,Inner regional,Year 4,87.6,52.6
2022,Victoria,Government,All,Inner Regional,All,Inner regional,Year 5,87.3,51.2
2022,Victoria,Government,All,Inner Regional,All,Inner regional,Year 6,86.5,48.9
2022,Victoria,Government,All,Inner Regional,All,Inner regional,Year 7,84.7,45.4
2022,Victoria,Government,All,Inner Regional,All,Inner regional,Year 8,82.1,38.8
2022,Victoria,Government,All,Inner Regional,All,Inner regional,Year 9,81,37
2022,Victoria,Government,All,Inner Regional,All,Inner regional,Year 10,81.4,39.8
2022,Victoria,Government,All,Inner Regional,All,Inner regional,Primary Ungraded,82.6,38.9
2022,Victoria,Government,All,Inner Regional,All,Inner regional,Secondary Ungraded,79.6,40.6
2022,Victoria,Government,All,Outer Regional,All,Outer regional,Years 1-10,85.4,48.3
2022,Victoria,Government,All,Outer Regional,All,Outer regional,Years 1-6,87.1,51.5
2022,Victoria,Government,All,Outer Regional,All,Outer regional,Years 7-10,83.5,44
2022,Victoria,Government,All,Outer Regional,All,Outer regional,Year 1,87,49
2022,Victoria,Government,All,Outer Regional,All,Outer regional,Year 2,87.3,51.8
2022,Victoria,Government,All,Outer Regional,All,Outer regional,Year 3,87.4,51.8
2022,Victoria,Government,All,Outer Regional,All,Outer regional,Year 4,87.2,51.9
2022,Victoria,Government,All,Outer Regional,All,Outer regional,Year 5,87,52.9
2022,Victoria,Government,All,Outer Regional,All,Outer regional,Year 6,86.7,51.8
2022,Victoria,Government,All,Outer Regional,All,Outer regional,Year 7,85.3,46.5
2022,Victoria,Government,All,Outer Regional,All,Outer regional,Year 8,83.7,44.5
2022,Victoria,Government,All,Outer Regional,All,Outer regional,Year 9,82.4,41.4
2022,Victoria,Government,All,Outer Regional,All,Outer regional,Year 10,82.6,43.6
2022,Victoria,Government,All,Outer Regional,All,Outer regional,Primary Ungraded,77.5,32.6
2022,Victoria,Government,All,Outer Regional,All,Outer regional,Secondary Ungraded,77.9,45.6
2022,Victoria,Government,All,Remote,All,Remote,Years 1-10,86.5,47.9
2022,Victoria,Government,All,Remote,All,Remote,Years 1-6,88,51.4
2022,Victoria,Government,All,Remote,All,Remote,Years 7-10,84.2,42.5
2022,Victoria,Government,All,Remote,All,Remote,Year 1,89.9,55.5
2022,Victoria,Government,All,Remote,All,Remote,Year 2,88.1,42.7
2022,Victoria,Government,All,Remote,All,Remote,Year 3,88.9,44.3
2022,Victoria,Government,All,Remote,All,Remote,Year 4,85.2,56
2022,Victoria,Government,All,Remote,All,Remote,Year 5,88.8,60.6
2022,Victoria,Government,All,Remote,All,Remote,Year 6,87.5,50.8
2022,Victoria,Government,All,Remote,All,Remote,Year 7,86.7,38.5
2022,Victoria,Government,All,Remote,All,Remote,Year 8,85.4,44.1
2022,Victoria,Government,All,Remote,All,Remote,Year 9,86.4,51.4
2022,Victoria,Government,All,Remote,All,Remote,Year 10,78.6,36.4
2022,Victoria,Government,All,All,All,1st Quarter,Years 1-10,83.9,46.6
2022,Victoria,Government,All,All,All,2nd Quarter,Years 1-10,86,49.9
2022,Victoria,Government,All,All,All,3rd Quarter,Years 1-10,87.4,52.9
2022,Victoria,Government,All,All,All,4th Quarter,Years 1-10,89.8,62.9
2022,Victoria,Government,All,All,All,All,Years 1-10,87.4,54.4
2022,Victoria,Government,All,All,All,All,Years 1-6,88.4,56.6
2022,Victoria,Government,All,All,All,All,Years 7-10,85.8,51.3
2022,Victoria,Government,All,All,All,All,Year 1,88.1,54.7
2022,Victoria,Government,All,All,All,All,Year 2,88.6,57.3
2022,Victoria,Government,All,All,All,All,Year 3,88.8,58.2
2022,Victoria,Government,All,All,All,All,Year 4,88.5,57.2
2022,Victoria,Government,All,All,All,All,Year 5,88.4,56.9
2022,Victoria,Government,All,All,All,All,Year 6,88.1,55.4
2022,Victoria,Government,All,All,All,All,Year 7,87.9,57
