Calendar year,State/Territory,School Sector,Sex/Gender,Geolocation,Indigenous Status,Disaggregation,School Year Level,Attendance Rate,Attendance Level
2017,Victoria,Government,All,Major Cities,All,Major cities,Year 10,90.9,71.2
2017,Victoria,Government,All,Remote,All,Remote,Year 1,92.7,80.4
2017,Victoria,Government,All,Remote,All,Remote,Year 2,91,67.5
2017,Victoria,Government,All,Remote,All,Remote,Year 3,93,69.3
2017,Victoria,Government,All,Remote,All,Remote,Year 4,92.6,75.3
2017,Victoria,Government,All,Remote,All,Remote,Year 5,93.6,81.7
2017,Victoria,Government,All,Remote,All,Remote,Year 6,93.8,79.8
2017,Victoria,Government,All,Remote,All,Remote,Year 7,89.4,61.5
2017,Victoria,Government,All,Remote,All,Remote,Year 8,91.2,68.8
2017,Victoria,Government,All,Remote,All,Remote,Year 9,91.2,71.9
2017,Victoria,Government,All,Remote,All,Remote,Year 10,88.6,65.9
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 1,93.6,80.3
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 2,93.9,81.8
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 3,94.1,82.4
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 4,93.9,82
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 5,93.9,82
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 6,93.8,81.5
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 7,94,82.3
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 8,92,74.4
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 9,91.2,71.8
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 10,91.5,73.5
2016,Victoria,Government,All,Remote,All,Remote,Year 1,90.3,71.8
2016,Victoria,Government,All,Remote,All,Remote,Year 2,92.5,82.7
2016,Victoria,Government,All,Remote,All,Remote,Year 3,92.3,69.1
2016,Victoria,Government,All,Remote,All,Remote,Year 4,92.9,72.2
2016,Victoria,Government,All,Remote,All,Remote,Year 5,94.1,87.1
2016,Victoria,Government,All,Remote,All,Remote,Year 6,91.9,75
2016,Victoria,Government,All,Remote,All,Remote,Year 7,92.2,75.2
2016,Victoria,Government,All,Remote,All,Remote,Year 8,90.3,66.8
2016,Victoria,Government,All,Remote,All,Remote,Year 9,88.9,65.6
2016,Victoria,Government,All,Remote,All,Remote,Year 10,90.8,68.6
