Calendar year,State/Territory,School Sector,Sex/Gender,Geolocation,Indigenous Status,Disaggregation,School Year Level,Attendance Rate,Attendance Level
2022,Victoria,All non-government,All,Major Cities,All,Major cities,Year 4,89.5,58.4
2022,Victoria,All non-government,All,Major Cities,All,Major cities,Year 5,89.6,58.2
2022,Victoria,All non-government,All,Major Cities,All,Major cities,Year 6,89.2,56.1
2022,Victoria,All non-government,All,Major Cities,All,Major cities,Year 7,90,59.9
2022,Victoria,All non-government,All,Major Cities,All,Major cities,Year 8,88.4,52.7
2022,Victoria,All non-government,All,Major Cities,All,Major cities,Year 9,88,51.6
2022,Victoria,All non-government,All,Major Cities,All,Major cities,Year 10,87.1,50.3
2022,Victoria,All non-government,All,Major Cities,All,Major cities,Primary Ungraded,91.2,67
2022,Victoria,All non-government,All,Major Cities,All,Major cities,Secondary Ungraded,91.5,61.2
2021,Victoria,Government,All,Major Cities,All,Major cities,Years 1-10,92.5,77.4
2021,Victoria,Government,All,Major Cities,All,Major cities,Years 1-6,93.6,81.3
2021,Victoria,Government,All,Major Cities,All,Major cities,Years 7-10,90.9,71.6
2021,Victoria,Government,All,Major Cities,All,Major cities,Year 1,93.4,80.5
2021,Victoria,Government,All,Major Cities,All,Major cities,Year 2,93.6,80.9
2021,Victoria,Government,All,Major Cities,All,Major cities,Year 3,93.9,82.6
2021,Victoria,Government,All,Major Cities,All,Major cities,Year 4,93.7,81.7
2021,Victoria,Government,All,Major Cities,All,Major cities,Year 5,93.6,81.4
2021,Victoria,Government,All,Major Cities,All,Major cities,Year 6,93.3,80.5
2021,Victoria,Government,All,Major Cities,All,Major cities,Year 7,93,78.8
2021,Victoria,Government,All,Major Cities,All,Major cities,Year 8,90.8,70.6
2021,Victoria,Government,All,Major Cities,All,Major cities,Year 9,90,68.5
2021,Victoria,Government,All,Major Cities,All,Major cities,Year 10,89.8,68.4
2021,Victoria,Government,All,Major Cities,All,Major cities,Primary Ungraded,87.5,56.1
2021,Victoria,Government,All,Major Cities,All,Major cities,Secondary Ungraded,85.1,56.6
2021,Victoria,Government,All,Remote,All,Remote,Years 1-10,90.9,68.8
2021,Victoria,Government,All,Remote,All,Remote,Years 1-6,91.3,69.6
2021,Victoria,Government,All,Remote,All,Remote,Years 7-10,90.3,67.5
2021,Victoria,Government,All,Remote,All,Remote,Year 1,88.7,48.8
2021,Victoria,Government,All,Remote,All,Remote,Year 2,92.2,71.8
2021,Victoria,Government,All,Remote,All,Remote,Year 3,92.3,72.5
2021,Victoria,Government,All,Remote,All,Remote,Year 4,92,79.3
2021,Victoria,Government,All,Remote,All,Remote,Year 5,92,81.5
2021,Victoria,Government,All,Remote,All,Remote,Year 6,91.1,65.1
2021,Victoria,Government,All,Remote,All,Remote,Year 7,90.7,70.1
2021,Victoria,Government,All,Remote,All,Remote,Year 8,89.7,64
2021,Victoria,Government,All,Remote,All,Remote,Year 9,89.9,61
2021,Victoria,Government,All,Remote,All,Remote,Year 10,91,78.3
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-10,93.8,83
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-6,94.3,84.9
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Years 7-10,93.3,80.8
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Year 1,94,83
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Year 2,94.3,84.7
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Year 3,94.5,85.9
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Year 4,94.4,85.6
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Year 5,94.5,85.5
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Year 6,94.2,84.3
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Year 7,94.9,87.5
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Year 8,93.6,82
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Year 9,92.7,78.1
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Year 10,91.9,75
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Primary Ungraded,95.4,93.3
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Secondary Ungraded,95.2,82.8
2019,Victoria,Government,All,Major Cities,All,Major cities,Years 1-10,91.8,73.6
2019,Victoria,Government,All,Major Cities,All,Major cities,Years 1-6,92.6,76
2019,Victoria,Government,All,Major Cities,All,Major cities,Years 7-10,90.7,70.2
2019,Victoria,Government,All,Major Cities,All,Major cities,Year 1,92.3,74.2
2019,Victoria,Government,All,Major Cities,All,Major cities,Year 2,92.5,75.4
2019,Victoria,Government,All,Major Cities,All,Major cities,Year 3,93,77.5
2019,Victoria,Government,All,Major Cities,All,Major cities,Year 4,92.8,76.9
2019,Victoria,Government,All,Major Cities,All,Major cities,Year 5,92.8,76.9
2019,Victoria,Government,All,Major Cities,All,Major cities,Year 6,92.4,75.2
2019,Victoria,Government,All,Major Cities,All,Major cities,Year 7,92.7,77.2
2019,Victoria,Government,All,Major Cities,All,Major cities,Year 8,90.5,68.4
2019,Victoria,Government,All,Major Cities,All,Major cities,Year 9,89.6,66.4
2019,Victoria,Government,All,Major Cities,All,Major cities,Year 10,90.1,68.5
2019,Victoria,Government,All,Major Cities,All,Major cities,Primary Ungraded,83.1,58.4
2019,Victoria,Government,All,Major Cities,All,Major cities,Secondary Ungraded,84.6,56.2
2019,Victoria,Government,All,Remote,All,Remote,Years 1-10,92.4,74.4
2019,Victoria,Government,All,Remote,All,Remote,Years 1-6,92.5,73.9
2019,Victoria,Government,All,Remote,All,Remote,Years 7-10,92.2,75.1
2019,Victoria,Government,All,Remote,All,Remote,Year 1,92.2,72.4
2019,Victoria,Government,All,Remote,All,Remote,Year 2,91.1,62.6
2019,Victoria,Government,All,Remote,All,Remote,Year 3,92.4,73.4
2019,Victoria,Government,All,Remote,All,Remote,Year 4,92.5,67.9
2019,Victoria,Government,All,Remote,All,Remote,Year 5,93.3,81.6
2019,Victoria,Government,All,Remote,All,Remote,Year 6,93.1,82.4
2019,Victoria,Government,All,Remote,All,Remote,Year 7,94.4,84.1
2019,Victoria,Government,All,Remote,All,Remote,Year 8,92.1,72.7
2019,Victoria,Government,All,Remote,All,Remote,Year 9,91.1,74.7
2019,Victoria,Government,All,Remote,All,Remote,Year 10,91.4,69.8
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-10,93.2,79.1
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-6,93.4,79.7
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Years 7-10,92.9,78.3
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Year 1,93.1,78
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Year 2,93.3,79.2
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Year 3,93.7,81
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Year 4,93.5,79.5
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Year 5,93.6,80.8
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Year 6,93.3,79.7
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Year 7,94.3,84.1
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Year 8,92.9,77.5
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Year 9,92.5,76.5
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Year 10,91.9,74.5
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Primary Ungraded,94.1,82.2
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Secondary Ungraded,93,76.9
2018,Victoria,Government,All,Major Cities,All,Major cities,Years 1-10,92.5,76.7
2018,Victoria,Government,All,Major Cities,All,Major cities,Years 1-6,93.3,79.2
2018,Victoria,Government,All,Major Cities,All,Major cities,Years 7-10,91.5,73.3
2018,Victoria,Government,All,Major Cities,All,Major cities,Year 1,93.1,77.8
2018,Victoria,Government,All,Major Cities,All,Major cities,Year 2,93.4,79.6
2018,Victoria,Government,All,Major Cities,All,Major cities,Year 3,93.6,80.2
2018,Victoria,Government,All,Major Cities,All,Major cities,Year 4,93.5,80
2018,Victoria,Government,All,Major Cities,All,Major cities,Year 5,93.3,79.1
2018,Victoria,Government,All,Major Cities,All,Major cities,Year 6,93.2,78.4
2018,Victoria,Government,All,Major Cities,All,Major cities,Year 7,93.4,80.1
2018,Victoria,Government,All,Major Cities,All,Major cities,Year 8,91.3,71.8
2018,Victoria,Government,All,Major Cities,All,Major cities,Year 9,90.4,69.7
2018,Victoria,Government,All,Major Cities,All,Major cities,Year 10,90.8,71.3
2018,Victoria,Government,All,Major Cities,All,Major cities,Primary Ungraded,83.4,61
2018,Victoria,Government,All,Major Cities,All,Major cities,Secondary Ungraded,85.7,59.6
2018,Victoria,Government,All,Remote,All,Remote,Years 1-10,92.2,76
2018,Victoria,Government,All,Remote,All,Remote,Years 1-6,91.9,75.1
2018,Victoria,Government,All,Remote,All,Remote,Years 7-10,92.6,77.3
2018,Victoria,Government,All,Remote,All,Remote,Year 1,90.7,75.5
2018,Victoria,Government,All,Remote,All,Remote,Year 2,92.5,67.1
2018,Victoria,Government,All,Remote,All,Remote,Year 3,91.2,73.6
2018,Victoria,Government,All,Remote,All,Remote,Year 4,90.3,74.3
2018,Victoria,Government,All,Remote,All,Remote,Year 5,92.6,74.1
2018,Victoria,Government,All,Remote,All,Remote,Year 6,94.6,88.8
2018,Victoria,Government,All,Remote,All,Remote,Year 7,93.4,83.3
2018,Victoria,Government,All,Remote,All,Remote,Year 8,91.8,70
2018,Victoria,Government,All,Remote,All,Remote,Year 9,93.7,80.7
2018,Victoria,Government,All,Remote,All,Remote,Year 10,91.7,75.2
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-10,93.8,82.1
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-6,94.1,83
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Years 7-10,93.4,81.1
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 1,93.8,81.4
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 2,94,82.5
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 3,94.2,83.6
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 4,94.1,83.2
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 5,94.3,84.1
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 6,94,82.8
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 7,94.6,85.9
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 8,93.4,80.8
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 9,93,79
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 10,92.7,78.2
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Primary Ungraded,95.6,91.5
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Secondary Ungraded,89.8,68.4
2017,Victoria,Government,All,Major Cities,All,Major cities,Years 1-10,92.7,77.5
2017,Victoria,Government,All,Major Cities,All,Major cities,Years 1-6,93.5,80
2017,Victoria,Government,All,Major Cities,All,Major cities,Years 7-10,91.7,73.7
2017,Victoria,Government,All,Major Cities,All,Major cities,Year 1,93.2,78.7
2017,Victoria,Government,All,Major Cities,All,Major cities,Year 2,93.6,80.4
2017,Victoria,Government,All,Major Cities,All,Major cities,Year 3,93.7,80.8
2017,Victoria,Government,All,Major Cities,All,Major cities,Year 4,93.6,80.2
2017,Victoria,Government,All,Major Cities,All,Major cities,Year 5,93.6,80.8
2017,Victoria,Government,All,Major Cities,All,Major cities,Year 6,93.4,79.3
2017,Victoria,Government,All,Major Cities,All,Major cities,Year 7,93.7,81.1
2017,Victoria,Government,All,Major Cities,All,Major cities,Year 8,91.7,73.1
2017,Victoria,Government,All,Major Cities,All,Major cities,Year 9,90.6,69.4
2017,Victoria,Government,All,Major Cities,All,Major cities,Year 10,90.9,71.2
2017,Victoria,Government,All,Major Cities,All,Major cities,Primary Ungraded,84.1,62.4
2017,Victoria,Government,All,Major Cities,All,Major cities,Secondary Ungraded,86.8,62
2017,Victoria,Government,All,Remote,All,Remote,Years 1-10,91.7,72
2017,Victoria,Government,All,Remote,All,Remote,Years 1-6,92.7,75.3
2017,Victoria,Government,All,Remote,All,Remote,Years 7-10,90.2,67.5
2017,Victoria,Government,All,Remote,All,Remote,Year 1,92.7,80.4
2017,Victoria,Government,All,Remote,All,Remote,Year 2,91,67.5
2017,Victoria,Government,All,Remote,All,Remote,Year 3,93,69.3
2017,Victoria,Government,All,Remote,All,Remote,Year 4,92.6,75.3
2017,Victoria,Government,All,Remote,All,Remote,Year 5,93.6,81.7
2017,Victoria,Government,All,Remote,All,Remote,Year 6,93.8,79.8
2017,Victoria,Government,All,Remote,All,Remote,Year 7,89.4,61.5
2017,Victoria,Government,All,Remote,All,Remote,Year 8,91.2,68.8
2017,Victoria,Government,All,Remote,All,Remote,Year 9,91.2,71.9
2017,Victoria,Government,All,Remote,All,Remote,Year 10,88.6,65.9
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-10,94,83
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-6,94.3,84
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Years 7-10,93.7,81.9
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 1,93.9,82.1
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 2,94.1,83.4
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 3,94.5,84.5
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 4,94.5,84.8
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 5,94.5,84.6
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 6,94.3,84.2
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 7,94.8,87
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 8,93.7,81.7
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 9,93.1,79.8
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 10,93,79
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Primary Ungraded,93.9,78.5
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Secondary Ungraded,90.9,72.8
2016,Victoria,Government,All,Major Cities,All,Major cities,Years 1-10,93.1,79.2
2016,Victoria,Government,All,Major Cities,All,Major cities,Years 1-6,93.8,81.6
2016,Victoria,Government,All,Major Cities,All,Major cities,Years 7-10,92.2,75.6
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 1,93.6,80.3
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 2,93.9,81.8
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 3,94.1,82.4
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 4,93.9,82
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 5,93.9,82
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 6,93.8,81.5
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 7,94,82.3
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 8,92,74.4
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 9,91.2,71.8
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 10,91.5,73.5
2016,Victoria,Government,All,Major Cities,All,Major cities,Primary Ungraded,84.6,65.8
2016,Victoria,Government,All,Major Cities,All,Major cities,Secondary Ungraded,87,63.7
2016,Victoria,Government,All,Remote,All,Remote,Years 1-10,91.5,73.1
2016,Victoria,Government,All,Remote,All,Remote,Years 1-6,92.3,76.2
2016,Victoria,Government,All,Remote,All,Remote,Years 7-10,90.6,69.1
2016,Victoria,Government,All,Remote,All,Remote,Year 1,90.3,71.8
2016,Victoria,Government,All,Remote,All,Remote,Year 2,92.5,82.7
2016,Victoria,Government,All,Remote,All,Remote,Year 3,92.3,69.1
2016,Victoria,Government,All,Remote,All,Remote,Year 4,92.9,72.2
2016,Victoria,Government,All,Remote,All,Remote,Year 5,94.1,87.1
2016,Victoria,Government,All,Remote,All,Remote,Year 6,91.9,75
2016,Victoria,Government,All,Remote,All,Remote,Year 7,92.2,75.2
2016,Victoria,Government,All,Remote,All,Remote,Year 8,90.3,66.8
2016,Victoria,Government,All,Remote,All,Remote,Year 9,88.9,65.6
2016,Victoria,Government,All,Remote,All,Remote,Year 10,90.8,68.6
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-10,94.2,84.4
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-6,94.6,85.6
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Years 7-10,93.9,82.9
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 1,94.2,83.9
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 2,94.5,85.2
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 3,94.6,85.9
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 4,94.7,86.2
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 5,94.7,86.5
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 6,94.6,85.6
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 7,95.1,87.8
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 8,93.9,82.2
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 9,93.5,81.4
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 10,93.2,80.3
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Primary Ungraded,92.6,70.1
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Secondary Ungraded,70.6,36.8
2015,Victoria,Government,All,Remote,All,Remote,Years 1-10,89.6,70.2
2015,Victoria,Government,All,Remote,All,Remote,Years 1-6,93.2,78.2
2015,Victoria,Government,All,Remote,All,Remote,Years 7-10,88.7,68.1
2015,Victoria,Government,All,Remote,All,Remote,Year 1,92.6,80.4
2015,Victoria,Government,All,Remote,All,Remote,Year 2,92.8,71.5
2015,Victoria,Government,All,Remote,All,Remote,Year 3,94.7,77.8
2015,Victoria,Government,All,Remote,All,Remote,Year 4,94,84.8
2015,Victoria,Government,All,Remote,All,Remote,Year 5,92.4,78.6
2015,Victoria,Government,All,Remote,All,Remote,Year 6,92.6,76.8
2015,Victoria,Government,All,Remote,All,Remote,Year 7,90,73.3
