Calendar year,State/Territory,School Sector,Sex/Gender,Geolocation,Indigenous Status,Disaggregation,School Year Level,Attendance Rate,Attendance Level
2018,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 6,92.4,74.7
2018,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 7,93.9,84.5
2018,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 8,91.7,71.9
2018,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 9,94.4,81.8
2018,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 10,90.8,68.5
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 1,93.9,82.1
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 2,94.1,83.4
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 3,94.5,84.5
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 4,94.5,84.8
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 5,94.5,84.6
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 6,94.3,84.2
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 7,94.8,87
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 8,93.7,81.7
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 9,93.1,79.8
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 10,93,79
2017,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 1,92.7,76.6
2017,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 2,92.6,74.3
2017,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 3,92.7,77.9
2017,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 4,93.1,78.5
2017,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 5,92.4,77.3
2017,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 6,92.5,73.4
2017,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 7,93.1,79.5
2017,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 8,92.1,75.1
2017,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 9,93.4,79.6
2017,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 10,89.9,63.3
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 1,94.2,83.9
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 2,94.5,85.2
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 3,94.6,85.9
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 4,94.7,86.2
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 5,94.7,86.5
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 6,94.6,85.6
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 7,95.1,87.8
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 8,93.9,82.2
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 9,93.5,81.4
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 10,93.2,80.3
2016,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 1,93.1,79.4
2016,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 2,93,78.9
2016,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 3,93.4,79.8
2016,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 4,93.1,78.9
2016,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 5,93.5,80.6
2016,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 6,93.2,79.8
2016,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 7,92.8,79
2016,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 8,91.6,76.6
2016,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 9,93.8,81.4
2016,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 10,90.5,67.6
